interaction_id,session_id,lesson_id,part_id,action,time_spent_seconds,audio_replays,audio_interrupts,timestamp
2435,459,30,105,pause,686,0,0,2026-05-08T23:16:15
2436,459,44,23,start,401,4,0,2026-05-08T23:15:45
2437,459,8,159,resume,467,2,5,2026-05-08T23:26:13
2438,459,34,113,stop,212,0,0,2026-05-08T23:54:45
2439,459,14,10,pause,207,0,0,2026-05-08T23:30:33
2440,459,35,4,resume,476,0,0,2026-05-08T23:41:17
2441,459,20,134,start,792,0,0,2026-05-08T23:47:52
2442,459,6,73,start,581,4,5,2026-05-08T23:35:07
2443,460,37,171,pause,147,0,0,2026-06-02T03:08:14
2444,460,9,5,stop,615,2,5,2026-06-02T04:01:11
2445,460,23,185,pause,819,0,0,2026-06-02T03:01:51
2446,460,42,1,resume,229,0,0,2026-06-02T03:51:13
2447,460,23,33,resume,607,0,0,2026-06-02T03:34:34
2448,460,7,59,stop,131,2,2,2026-06-02T03:11:19
2449,461,35,94,pause,790,0,0,2026-05-02T21:13:05
2450,461,2,67,stop,770,2,0,2026-05-02T19:50:04
2451,461,4,109,start,638,0,0,2026-05-02T19:52:19
2452,461,32,72,start,623,5,0,2026-05-02T20:22:07
2453,461,6,111,pause,614,0,0,2026-05-02T19:37:31
2454,461,9,73,resume,119,3,2,2026-05-02T20:02:49
2455,462,44,162,resume,237,0,0,2026-05-10T07:25:23
2456,462,3,64,start,27,0,0,2026-05-10T07:17:08
2457,462,26,128,resume,796,0,0,2026-05-10T07:19:26
2458,463,20,160,start,463,0,0,2026-01-18T21:55:35
2459,463,23,96,pause,873,0,0,2026-01-18T21:38:52
2460,463,31,28,start,839,3,3,2026-01-18T21:49:21
2461,463,36,16,resume,826,5,0,2026-01-18T21:33:31
2462,463,27,142,pause,470,4,2,2026-01-18T22:02:31
2463,463,11,109,resume,567,1,4,2026-01-18T21:35:52
2464,464,10,152,start,747,0,0,2026-05-21T10:26:03
2465,464,4,119,start,530,0,0,2026-05-21T10:23:21
2466,464,16,14,pause,244,0,0,2026-05-21T10:35:14
2467,464,19,93,stop,292,0,0,2026-05-21T10:41:47
2468,464,26,45,start,211,1,0,2026-05-21T10:44:47
2469,464,35,136,resume,467,4,5,2026-05-21T10:39:13
2470,465,14,31,resume,351,0,0,2026-05-11T21:05:39
2471,465,13,156,pause,852,0,0,2026-05-11T21:17:52
2472,465,17,112,stop,457,0,0,2026-05-11T21:18:08
2473,465,38,17,resume,860,2,5,2026-05-11T21:18:45
2474,465,4,69,pause,445,1,2,2026-05-11T21:20:59
2475,466,5,30,start,612,4,5,2026-02-26T18:31:18
2476,466,3,6,resume,278,0,0,2026-02-26T18:40:31
2477,466,36,18,resume,586,0,0,2026-02-26T18:53:55
2478,466,41,179,pause,13,0,0,2026-02-26T18:19:25
2479,466,46,17,pause,186,0,0,2026-02-26T17:58:08
2480,466,33,10,resume,314,0,0,2026-02-26T18:45:17
2481,466,32,102,resume,551,0,0,2026-02-26T19:12:02
2482,466,42,17,pause,614,0,0,2026-02-26T18:29:05
2483,466,27,98,resume,777,3,0,2026-02-26T18:26:53
2484,466,7,39,pause,303,0,0,2026-02-26T19:09:08
2485,467,18,64,pause,188,0,0,2026-01-25T14:01:47
2486,467,14,189,resume,537,0,0,2026-01-25T13:50:46
2487,467,38,146,stop,635,0,0,2026-01-25T13:24:09
2488,467,46,68,start,451,2,0,2026-01-25T12:56:35
2489,467,30,139,stop,118,1,3,2026-01-25T12:37:37
2490,467,43,169,start,832,3,0,2026-01-25T14:12:11
2491,467,35,22,pause,710,0,0,2026-01-25T13:54:35
2492,467,33,153,resume,808,0,0,2026-01-25T13:40:39
2493,468,6,114,stop,758,0,0,2026-02-06T05:34:20
2494,468,38,75,stop,530,0,0,2026-02-06T04:50:01
2495,468,5,140,stop,276,0,0,2026-02-06T05:05:04
2496,469,8,116,stop,374,5,4,2026-05-12T00:16:58
2497,469,29,130,pause,21,5,1,2026-05-11T23:03:19
2498,469,35,12,pause,337,4,5,2026-05-11T23:06:48
2499,470,25,145,start,619,0,0,2026-04-27T17:10:39
2500,470,43,22,stop,533,0,0,2026-04-27T17:34:33
2501,470,38,70,resume,624,0,0,2026-04-27T17:23:45
2502,471,10,119,resume,411,0,0,2026-01-22T11:00:11
2503,471,31,171,resume,283,0,0,2026-01-22T10:05:02
2504,471,46,31,pause,819,0,0,2026-01-22T10:09:42
2505,471,8,91,pause,516,0,0,2026-01-22T11:33:15
2506,471,12,125,pause,837,0,0,2026-01-22T11:11:45
2507,471,22,186,pause,119,0,0,2026-01-22T11:20:50
2508,471,43,172,resume,196,0,0,2026-01-22T10:30:45
2509,471,39,108,resume,299,5,3,2026-01-22T10:40:07
2510,471,17,157,pause,282,4,4,2026-01-22T10:32:46
2511,472,10,144,pause,405,0,0,2026-02-05T03:45:51
2512,472,23,149,resume,855,0,0,2026-02-05T04:38:04
2513,473,9,1,resume,597,0,0,2026-04-10T08:21:17
2514,473,18,137,pause,723,0,0,2026-04-10T08:10:44
2515,473,28,36,stop,414,0,0,2026-04-10T08:10:13
2516,473,34,114,resume,79,0,0,2026-04-10T08:08:58
2517,473,5,23,pause,229,0,0,2026-04-10T08:22:10
2518,474,47,64,pause,783,0,0,2024-09-28T19:25:11
2519,474,11,53,resume,120,0,0,2024-09-28T19:17:38
2520,475,1,88,pause,264,0,0,2026-02-04T20:19:52
2521,475,36,131,start,350,1,1,2026-02-04T20:32:51
2522,475,20,127,start,137,0,0,2026-02-04T20:43:21
2523,475,42,9,stop,723,0,0,2026-02-04T20:29:56
2524,475,37,107,pause,74,4,5,2026-02-04T20:37:56
2525,475,5,133,start,274,0,0,2026-02-04T20:42:27
2526,475,35,162,start,564,0,0,2026-02-04T20:57:17
2527,475,26,119,resume,158,0,0,2026-02-04T20:22:03
2528,476,27,133,stop,117,0,0,2025-03-09T14:28:45
2529,476,40,48,stop,651,0,0,2025-03-09T13:49:19
2530,477,40,170,resume,834,0,0,2025-01-28T18:22:00
2531,477,38,102,resume,572,0,0,2025-01-28T18:14:53
2532,477,25,146,pause,897,0,0,2025-01-28T18:09:38
2533,477,17,81,resume,60,0,0,2025-01-28T18:09:56
2534,477,47,154,resume,69,0,0,2025-01-28T18:20:57
2535,478,16,179,stop,721,0,0,2025-02-26T16:02:02
2536,478,31,21,pause,755,1,1,2025-02-26T16:40:39
2537,478,36,102,pause,331,0,0,2025-02-26T16:12:02
2538,478,42,33,start,603,0,0,2025-02-26T16:12:36
2539,478,4,98,pause,60,0,0,2025-02-26T16:01:04
2540,478,37,78,resume,315,0,0,2025-02-26T16:25:51
2541,478,12,13,pause,395,0,0,2025-02-26T16:48:48
2542,478,18,190,stop,638,0,0,2025-02-26T16:21:10
2543,479,21,112,pause,24,0,0,2026-01-29T18:22:31
2544,479,21,109,stop,511,0,0,2026-01-29T18:16:54
2545,479,2,147,pause,325,0,0,2026-01-29T18:17:56
2546,479,13,130,resume,39,0,0,2026-01-29T17:47:45
2547,479,24,67,resume,400,2,5,2026-01-29T17:26:34
2548,479,45,75,start,416,0,0,2026-01-29T18:06:01
2549,479,23,59,stop,19,0,0,2026-01-29T18:11:29
2550,479,11,48,start,165,0,0,2026-01-29T17:36:13
2551,480,31,178,resume,328,0,0,2026-01-23T11:00:10
2552,480,40,18,pause,116,0,0,2026-01-23T10:48:15
2553,480,7,24,pause,882,5,2,2026-01-23T11:05:04
2554,480,25,16,start,559,0,0,2026-01-23T10:45:53
2555,480,34,102,pause,516,0,0,2026-01-23T11:22:01
2556,480,6,45,resume,376,4,0,2026-01-23T11:19:46
2557,480,9,184,pause,279,2,5,2026-01-23T11:15:22
2558,480,47,29,stop,64,2,4,2026-01-23T10:54:37
2559,481,28,89,resume,757,0,0,2026-04-19T02:04:24
2560,481,4,119,resume,848,0,0,2026-04-19T02:29:22
2561,481,17,132,pause,140,0,0,2026-04-19T01:38:09
2562,481,15,129,pause,269,0,0,2026-04-19T02:02:01
2563,481,18,13,start,449,0,0,2026-04-19T01:51:15
2564,481,19,167,pause,767,0,0,2026-04-19T01:40:22
2565,481,5,29,start,208,2,5,2026-04-19T03:04:17
2566,481,35,158,resume,758,4,5,2026-04-19T02:59:49
2567,482,26,53,pause,310,0,0,2025-10-22T14:35:39
2568,482,11,126,pause,206,0,0,2025-10-22T14:50:20
2569,483,44,44,resume,496,0,0,2025-11-14T00:46:29
2570,483,35,16,resume,78,5,3,2025-11-14T01:05:58
2571,483,17,85,resume,209,0,0,2025-11-14T00:36:14
2572,483,15,84,resume,525,0,0,2025-11-14T01:01:44
2573,483,15,85,stop,322,1,0,2025-11-14T01:02:38
2574,483,41,190,start,80,0,0,2025-11-14T00:58:04
2575,483,31,130,pause,78,0,0,2025-11-14T01:02:08
2576,483,12,72,pause,696,0,0,2025-11-14T01:05:45
2577,483,28,14,resume,225,5,2,2025-11-14T00:57:12
2578,484,14,116,resume,575,0,0,2025-11-18T20:44:37
2579,484,42,194,stop,753,0,0,2025-11-18T21:01:30
2580,484,39,32,start,477,5,4,2025-11-18T21:01:14
2581,484,25,160,resume,445,0,0,2025-11-18T21:11:03
2582,484,10,177,resume,323,0,0,2025-11-18T21:11:12
2583,484,38,180,start,500,0,0,2025-11-18T20:44:33
2584,484,44,36,pause,248,0,0,2025-11-18T20:42:30
2585,484,47,154,resume,400,3,1,2025-11-18T20:49:27
2586,485,42,58,resume,176,0,0,2025-12-20T03:18:56
2587,485,7,39,stop,671,5,3,2025-12-20T02:24:53
2588,485,11,146,pause,186,0,0,2025-12-20T03:18:27
2589,485,4,183,resume,227,0,0,2025-12-20T02:40:02
2590,486,8,4,pause,189,1,0,2026-02-17T01:04:15
2591,486,30,112,pause,56,0,0,2026-02-17T02:06:04
2592,487,39,172,stop,831,0,0,2025-12-09T17:46:48
2593,487,8,3,resume,847,0,0,2025-12-09T17:17:50
2594,487,6,74,start,751,0,0,2025-12-09T17:13:15
2595,487,21,167,pause,97,0,0,2025-12-09T17:40:11
2596,487,31,71,pause,779,0,0,2025-12-09T17:53:37
2597,487,9,50,pause,428,0,0,2025-12-09T18:01:13
2598,487,44,26,start,213,0,0,2025-12-09T17:51:07
2599,487,30,193,pause,196,0,0,2025-12-09T16:55:38
2600,487,18,85,stop,612,0,0,2025-12-09T17:24:12
2601,488,45,12,pause,694,0,0,2026-01-02T11:28:16
2602,488,5,4,stop,412,3,2,2026-01-02T12:13:09
2603,489,15,73,start,467,0,0,2025-11-05T07:40:59
2604,489,40,152,pause,643,4,0,2025-11-05T07:40:15
2605,490,36,50,pause,571,0,0,2026-03-21T11:35:53
2606,491,35,186,resume,646,4,1,2026-03-18T15:53:34
2607,491,1,136,pause,453,0,0,2026-03-18T15:56:37
2608,491,41,145,start,551,0,0,2026-03-18T16:04:29
2609,491,32,158,start,41,0,0,2026-03-18T15:53:15
2610,491,12,93,pause,89,0,0,2026-03-18T15:56:49
2611,491,2,178,resume,139,0,0,2026-03-18T15:46:59
2612,491,28,180,resume,377,4,5,2026-03-18T15:55:58
2613,491,12,98,start,90,0,0,2026-03-18T15:56:32
2614,491,37,95,stop,84,4,2,2026-03-18T15:52:37
2615,492,8,118,pause,307,0,0,2025-06-30T02:34:38
2616,492,9,125,pause,626,0,0,2025-06-30T02:15:52
2617,492,35,173,resume,670,5,1,2025-06-30T02:19:18
2618,492,38,104,stop,456,0,0,2025-06-30T02:18:48
2619,492,39,123,pause,611,1,3,2025-06-30T02:11:08
2620,492,17,185,resume,282,0,0,2025-06-30T02:42:12
2621,493,23,175,pause,507,0,0,2025-12-11T13:14:06
2622,493,28,130,start,875,5,1,2025-12-11T13:06:19
2623,494,1,182,resume,761,0,0,2025-10-12T23:36:37
2624,494,15,181,stop,429,0,0,2025-10-12T23:56:54
2625,494,11,55,resume,295,4,1,2025-10-13T00:17:25
2626,494,40,84,stop,816,0,0,2025-10-12T23:57:20
2627,494,32,134,resume,846,5,1,2025-10-12T23:46:37
2628,494,29,62,start,439,1,3,2025-10-13T00:56:53
2629,495,24,2,pause,70,0,0,2025-09-04T02:14:36
2630,495,42,179,resume,70,0,0,2025-09-04T00:51:13
2631,495,1,157,pause,484,0,0,2025-09-04T02:26:33
2632,495,43,23,pause,447,1,5,2025-09-04T02:25:51
2633,495,15,113,start,593,0,0,2025-09-04T00:56:35
2634,495,30,19,resume,617,3,5,2025-09-04T00:42:00
2635,495,17,180,resume,679,0,0,2025-09-04T00:50:38
2636,495,20,144,resume,725,0,0,2025-09-04T01:15:24
2637,495,10,146,resume,433,0,0,2025-09-04T01:51:25
2638,496,27,89,start,273,3,3,2025-08-18T06:22:01
2639,496,47,23,stop,822,0,0,2025-08-18T06:18:09
2640,496,31,52,resume,840,0,0,2025-08-18T06:02:27
2641,496,47,19,start,350,1,1,2025-08-18T05:46:24
2642,496,40,104,pause,197,0,0,2025-08-18T05:22:03
2643,496,14,187,pause,272,0,0,2025-08-18T06:01:12
2644,496,16,87,stop,165,0,0,2025-08-18T05:52:19
2645,496,18,140,pause,773,4,3,2025-08-18T05:32:48
2646,496,46,65,stop,564,0,0,2025-08-18T05:59:26
2647,496,12,82,resume,401,0,0,2025-08-18T06:35:22
2648,497,9,139,start,352,0,0,2025-10-13T08:46:37
2649,497,18,181,start,378,0,0,2025-10-13T09:00:04
2650,497,6,94,stop,173,0,0,2025-10-13T08:51:49
2651,497,1,153,start,351,3,0,2025-10-13T08:46:15
2652,497,20,188,start,624,0,0,2025-10-13T08:48:16
2653,498,6,26,pause,529,4,0,2026-01-04T05:02:32
2654,498,10,85,resume,731,0,0,2026-01-04T05:06:18
2655,498,4,176,resume,182,0,0,2026-01-04T05:02:54
2656,498,40,95,stop,332,0,0,2026-01-04T05:04:55
2657,499,6,175,pause,10,0,0,2025-12-23T07:21:02
2658,499,12,113,stop,813,0,0,2025-12-23T07:19:21
2659,499,4,3,start,437,0,0,2025-12-23T07:18:46
2660,499,4,21,pause,355,0,0,2025-12-23T07:09:30
2661,499,12,89,stop,680,0,0,2025-12-23T07:17:32
2662,500,41,159,pause,458,3,0,2026-05-21T23:59:14
2663,500,29,181,pause,142,0,0,2026-05-21T23:36:06
2664,500,23,182,resume,700,0,0,2026-05-21T23:31:31
2665,500,15,171,resume,77,1,0,2026-05-22T00:00:29
2666,500,44,160,pause,321,1,1,2026-05-21T23:46:44
2667,500,1,72,pause,42,0,0,2026-05-21T23:55:35
2668,500,33,157,resume,788,0,0,2026-05-21T23:27:40
2669,500,20,161,resume,106,2,5,2026-05-21T23:30:08
2670,500,12,140,pause,788,0,0,2026-05-21T23:49:34
2671,500,44,146,pause,56,0,0,2026-05-21T23:31:17
2672,501,27,125,resume,601,1,5,2026-04-15T21:46:06
2673,501,36,16,start,406,0,0,2026-04-15T22:53:06
2674,502,45,62,stop,522,3,5,2026-05-07T13:50:21
2675,502,14,170,pause,878,0,0,2026-05-07T13:24:56
2676,502,24,58,start,412,0,0,2026-05-07T13:38:03
2677,502,11,86,pause,233,0,0,2026-05-07T13:16:35
2678,502,1,19,pause,398,0,0,2026-05-07T13:26:30
2679,502,26,48,pause,480,5,2,2026-05-07T13:18:05
2680,502,12,170,stop,729,2,1,2026-05-07T13:57:27
2681,502,7,18,start,816,0,0,2026-05-07T13:08:13
2682,503,27,174,start,260,0,0,2025-12-27T06:45:26
2683,504,27,131,pause,24,0,0,2026-05-21T03:53:31
2684,504,6,99,pause,235,0,0,2026-05-21T04:52:41
2685,504,1,73,stop,352,0,0,2026-05-21T05:07:41
2686,504,30,86,resume,586,0,0,2026-05-21T04:30:46
2687,504,29,83,stop,891,0,0,2026-05-21T03:56:42
2688,504,38,109,pause,414,1,1,2026-05-21T05:07:16
2689,504,43,46,resume,720,2,3,2026-05-21T04:13:37
2690,504,5,66,pause,484,0,0,2026-05-21T05:01:27
2691,504,9,1,stop,127,0,0,2026-05-21T03:47:56
2692,505,15,183,resume,16,0,0,2026-04-14T06:57:09
2693,505,11,26,resume,632,0,0,2026-04-14T07:53:14
2694,505,23,135,resume,544,5,3,2026-04-14T07:52:57
2695,505,37,25,pause,801,0,0,2026-04-14T06:50:03
2696,505,35,96,pause,573,0,0,2026-04-14T06:46:54
2697,505,21,146,resume,716,0,0,2026-04-14T08:18:42
2698,506,7,98,resume,55,0,0,2026-03-07T08:41:39
2699,506,22,61,pause,793,0,0,2026-03-07T08:43:50
2700,506,14,18,resume,394,0,0,2026-03-07T08:39:27
2701,507,38,123,stop,832,0,0,2025-12-17T19:36:40
2702,507,20,14,resume,536,0,0,2025-12-17T19:08:51
2703,507,31,42,start,191,0,0,2025-12-17T19:39:50
2704,508,9,161,stop,244,2,5,2024-10-14T16:40:26
2705,508,6,72,pause,295,2,5,2024-10-14T15:54:03
2706,508,34,192,start,441,0,0,2024-10-14T16:42:03
2707,508,37,155,resume,727,0,0,2024-10-14T15:47:07
2708,508,41,189,start,46,2,0,2024-10-14T16:02:20
2709,508,10,57,stop,143,0,0,2024-10-14T16:27:24
2710,508,9,179,stop,259,0,0,2024-10-14T16:07:48
2711,508,9,129,start,353,1,3,2024-10-14T16:00:59
2712,508,44,15,pause,822,5,1,2024-10-14T16:39:50
2713,508,30,92,pause,608,0,0,2024-10-14T15:52:01
2714,509,5,176,start,175,5,0,2025-07-10T07:44:01
2715,509,44,191,start,315,0,0,2025-07-10T07:40:43
2716,509,11,150,resume,553,0,0,2025-07-10T07:26:38
2717,509,2,68,pause,769,0,0,2025-07-10T07:55:04
2718,509,40,100,pause,164,5,0,2025-07-10T08:17:58
2719,509,8,108,pause,523,1,2,2025-07-10T07:43:09
2720,509,27,101,pause,781,0,0,2025-07-10T08:24:37
2721,509,15,180,pause,166,1,4,2025-07-10T07:52:31
2722,509,24,16,pause,303,0,0,2025-07-10T08:15:59
2723,510,3,113,stop,410,0,0,2025-05-30T02:19:06
2724,510,39,49,resume,591,0,0,2025-05-30T01:13:15
2725,510,42,155,pause,474,2,1,2025-05-30T02:03:31
2726,510,28,31,start,160,0,0,2025-05-30T00:54:24
2727,510,43,36,stop,766,0,0,2025-05-30T01:04:40
2728,511,18,173,start,705,0,0,2026-03-18T20:26:23
2729,511,3,137,resume,618,0,0,2026-03-18T20:55:08
2730,511,40,105,start,255,0,0,2026-03-18T20:40:13
2731,511,46,22,resume,594,0,0,2026-03-18T20:37:28
2732,511,13,144,pause,255,2,5,2026-03-18T20:56:09
2733,511,30,48,stop,692,0,0,2026-03-18T19:56:13
2734,511,15,63,pause,217,0,0,2026-03-18T20:55:04
2735,511,45,62,start,733,3,5,2026-03-18T20:27:19
2736,511,24,185,pause,894,0,0,2026-03-18T20:23:13
2737,512,37,173,pause,348,0,0,2025-10-28T17:04:59
2738,512,46,185,resume,284,0,0,2025-10-28T16:58:26
2739,512,41,86,stop,379,0,0,2025-10-28T17:20:02
2740,512,37,121,stop,287,0,0,2025-10-28T16:29:31
2741,512,39,129,pause,836,0,0,2025-10-28T16:00:31
2742,512,18,33,start,361,3,2,2025-10-28T15:56:52
2743,512,1,147,pause,868,0,0,2025-10-28T17:17:22
2744,513,22,48,resume,620,0,0,2026-04-26T15:45:33
2745,513,24,148,pause,319,0,0,2026-04-26T16:06:36
2746,513,16,4,pause,292,2,1,2026-04-26T15:52:19
2747,513,8,69,pause,135,0,0,2026-04-26T16:09:16
2748,513,43,68,resume,607,2,1,2026-04-26T16:05:03
2749,514,8,78,resume,326,0,0,2026-05-11T12:02:14
2750,514,29,146,pause,683,0,0,2026-05-11T12:58:29
2751,514,44,5,start,671,1,3,2026-05-11T13:15:38
2752,515,10,31,start,757,0,0,2026-06-04T11:57:59
2753,515,36,72,pause,224,3,5,2026-06-04T11:46:56
2754,515,28,130,resume,275,0,0,2026-06-04T11:46:25
2755,515,44,128,start,519,0,0,2026-06-04T11:43:26
2756,515,42,174,start,551,0,0,2026-06-04T11:52:19
2757,515,10,57,stop,483,0,0,2026-06-04T11:54:03
2758,516,44,83,pause,209,0,0,2026-04-19T18:53:27
2759,516,4,166,resume,791,3,1,2026-04-19T19:09:21
2760,516,5,7,stop,386,0,0,2026-04-19T18:46:54
2761,516,3,10,start,165,0,0,2026-04-19T18:54:11
2762,516,47,33,start,200,0,0,2026-04-19T18:46:38
2763,516,13,31,pause,628,0,0,2026-04-19T18:45:47
2764,516,45,32,resume,232,0,0,2026-04-19T19:07:02
2765,516,41,178,start,178,0,0,2026-04-19T19:13:43
2766,516,13,97,resume,369,2,4,2026-04-19T19:07:36
2767,516,47,7,resume,200,5,5,2026-04-19T19:00:58
2768,517,23,33,resume,640,0,0,2025-11-08T22:46:43
2769,517,43,175,pause,250,0,0,2025-11-08T22:38:21
2770,517,45,114,pause,640,2,4,2025-11-08T22:57:01
2771,517,19,94,stop,717,2,2,2025-11-08T22:41:31
2772,517,28,23,resume,45,4,3,2025-11-08T22:36:02
2773,517,30,12,resume,408,5,3,2025-11-08T23:04:35
2774,517,33,41,resume,214,4,0,2025-11-08T22:36:19
2775,517,10,102,start,670,0,0,2025-11-08T23:06:56
2776,518,36,174,resume,197,1,3,2025-12-25T06:31:18
2777,518,28,182,resume,556,0,0,2025-12-25T06:48:07
2778,518,31,52,pause,781,0,0,2025-12-25T05:56:12
2779,518,14,177,stop,155,2,5,2025-12-25T06:17:34
2780,518,39,75,pause,167,0,0,2025-12-25T06:03:27
2781,518,37,40,resume,690,0,0,2025-12-25T06:59:33
2782,518,12,46,resume,372,0,0,2025-12-25T06:08:35
2783,518,40,87,pause,681,0,0,2025-12-25T05:37:38
2784,518,41,185,pause,827,0,0,2025-12-25T05:54:38
2785,519,18,102,resume,513,0,0,2026-05-25T02:30:04
2786,519,1,125,resume,244,0,0,2026-05-25T03:29:54
2787,520,42,144,pause,23,0,0,2026-04-14T10:45:36
2788,520,25,45,pause,68,5,2,2026-04-14T10:25:50
2789,520,47,122,resume,405,1,2,2026-04-14T10:31:42
2790,520,3,93,pause,592,0,0,2026-04-14T09:33:48
2791,520,41,169,start,98,4,5,2026-04-14T09:50:58
2792,521,44,88,pause,288,0,0,2025-06-21T03:10:30
2793,521,6,148,resume,616,0,0,2025-06-21T04:25:59
2794,522,36,128,pause,199,0,0,2026-04-22T20:59:00
2795,522,9,5,pause,455,0,0,2026-04-22T22:05:53
2796,522,5,160,stop,518,0,0,2026-04-22T21:01:37
2797,522,6,39,pause,216,0,0,2026-04-22T21:36:20
2798,522,28,159,pause,554,0,0,2026-04-22T21:35:58
2799,522,3,145,stop,495,0,0,2026-04-22T21:10:21
2800,522,32,124,pause,827,5,1,2026-04-22T21:04:14
2801,522,44,8,pause,357,0,0,2026-04-22T21:45:23
2802,522,35,160,pause,567,0,0,2026-04-22T21:25:18
2803,522,41,54,stop,711,5,5,2026-04-22T21:45:12
2804,523,6,162,resume,346,3,1,2026-01-08T11:29:26
2805,523,47,149,resume,196,0,0,2026-01-08T11:49:28
2806,523,11,31,resume,370,1,2,2026-01-08T12:14:31
2807,523,19,145,resume,828,0,0,2026-01-08T12:57:37
2808,524,4,1,start,584,4,3,2026-01-29T06:43:05
2809,524,28,128,pause,596,0,0,2026-01-29T06:56:50
2810,524,20,23,pause,216,0,0,2026-01-29T06:50:48
2811,524,45,9,pause,348,0,0,2026-01-29T06:16:36
2812,524,23,81,resume,491,0,0,2026-01-29T06:32:43
2813,524,25,70,resume,641,0,0,2026-01-29T06:31:29
2814,524,6,29,stop,589,0,0,2026-01-29T07:16:27
2815,524,45,98,pause,220,1,5,2026-01-29T06:49:22
2816,525,12,95,pause,175,0,0,2026-04-02T13:33:49
2817,525,44,53,pause,250,0,0,2026-04-02T14:25:37
2818,525,40,75,stop,645,0,0,2026-04-02T14:10:05
2819,525,22,157,pause,298,0,0,2026-04-02T13:20:49
2820,525,20,85,resume,309,0,0,2026-04-02T13:58:16
2821,525,17,19,resume,322,0,0,2026-04-02T13:43:12
2822,525,39,151,pause,632,0,0,2026-04-02T13:01:26
2823,525,17,71,resume,301,0,0,2026-04-02T12:59:38
2824,526,17,5,resume,702,0,0,2026-05-29T06:58:42
2825,526,11,38,pause,617,0,0,2026-05-29T06:44:58
2826,526,39,186,pause,233,0,0,2026-05-29T07:02:48
2827,526,35,165,resume,544,0,0,2026-05-29T06:51:50
2828,526,7,64,start,18,0,0,2026-05-29T07:03:03
2829,527,4,177,pause,891,0,0,2025-08-23T01:34:54
2830,527,21,78,stop,541,3,1,2025-08-23T01:12:29
2831,527,27,95,pause,829,0,0,2025-08-23T01:47:24
2832,527,9,10,pause,53,0,0,2025-08-23T01:14:12
2833,527,20,98,stop,161,0,0,2025-08-23T02:03:33
2834,527,4,8,start,764,3,0,2025-08-23T00:54:51
2835,527,47,119,pause,412,3,4,2025-08-23T02:01:36
2836,527,22,150,pause,703,0,0,2025-08-23T02:17:07
2837,527,36,111,stop,90,0,0,2025-08-23T02:26:51
2838,527,5,67,resume,575,0,0,2025-08-23T01:13:48
2839,528,26,100,pause,84,0,0,2026-01-09T18:56:42
2840,528,24,13,stop,313,0,0,2026-01-09T20:11:27
2841,528,27,41,stop,768,2,0,2026-01-09T20:07:50
2842,528,30,75,pause,426,2,5,2026-01-09T18:43:49
2843,528,43,116,resume,435,0,0,2026-01-09T19:28:14
2844,529,35,8,start,820,0,0,2025-12-20T07:28:38
2845,529,21,182,resume,154,0,0,2025-12-20T07:19:39
2846,529,38,13,start,834,1,5,2025-12-20T07:22:11
2847,529,19,17,pause,202,0,0,2025-12-20T07:31:07
2848,529,21,15,start,559,0,0,2025-12-20T07:25:44
2849,529,4,42,start,582,0,0,2025-12-20T07:20:45
2850,529,26,87,pause,779,3,5,2025-12-20T07:27:50
2851,530,9,134,stop,648,2,0,2026-04-28T12:29:30
2852,530,26,147,stop,230,2,0,2026-04-28T12:30:21
2853,530,17,105,pause,79,1,5,2026-04-28T12:36:23
2854,531,1,113,stop,155,0,0,2026-05-02T13:37:37
2855,531,23,193,resume,265,0,0,2026-05-02T13:51:21
2856,531,18,165,pause,67,1,1,2026-05-02T13:52:39
2857,531,36,67,resume,184,0,0,2026-05-02T12:37:02
2858,531,46,34,start,563,3,3,2026-05-02T12:18:20
2859,531,38,190,resume,799,0,0,2026-05-02T12:12:33
2860,531,11,42,resume,145,0,0,2026-05-02T12:43:29
2861,531,4,113,resume,749,0,0,2026-05-02T12:57:02
2862,532,35,119,resume,114,0,0,2026-01-15T19:23:03
2863,532,41,177,pause,854,0,0,2026-01-15T18:51:38
2864,532,39,47,stop,61,4,2,2026-01-15T19:12:30
2865,532,29,40,resume,490,2,2,2026-01-15T19:05:08
2866,532,12,40,pause,51,0,0,2026-01-15T19:21:27
2867,533,22,99,pause,556,0,0,2026-05-20T00:28:12
2868,533,33,186,resume,263,4,1,2026-05-20T01:04:28
2869,533,5,48,start,96,0,0,2026-05-20T00:07:38
2870,533,34,118,stop,52,2,5,2026-05-20T00:35:00
2871,533,27,191,resume,695,0,0,2026-05-20T01:34:49
2872,533,5,117,stop,893,0,0,2026-05-20T01:25:10
2873,533,3,162,stop,622,2,2,2026-05-20T00:09:29
2874,533,40,65,resume,192,0,0,2026-05-20T01:01:25
2875,533,8,127,start,189,0,0,2026-05-20T00:13:32
2876,533,25,192,pause,235,0,0,2026-05-20T00:57:09
2877,534,24,75,start,125,4,1,2025-03-30T22:34:40
2878,534,17,152,stop,401,0,0,2025-03-30T22:47:54
2879,534,13,190,resume,718,5,1,2025-03-30T22:29:46
2880,535,29,5,pause,870,5,3,2025-11-20T19:22:35
2881,535,22,4,pause,31,0,0,2025-11-20T19:52:10
2882,535,24,158,resume,794,5,5,2025-11-20T19:06:40
2883,535,21,49,resume,468,0,0,2025-11-20T19:21:25
2884,535,12,102,pause,683,0,0,2025-11-20T18:52:39
2885,536,27,60,pause,473,0,0,2025-03-01T22:40:51
2886,536,11,41,stop,590,0,0,2025-03-01T21:11:48
