attempt_id,session_id,question_id,answer_chosen,correct,time_spent_seconds,timestamp,asked_for_help,help_type,audio_replays,audio_interrupts,selected_awnser
1982,496,34,133,True,225,2025-08-18T06:34:11,False,,0,0,D
1983,496,49,193,True,59,2025-08-18T05:44:50,False,,0,0,A
1984,496,26,104,False,138,2025-08-18T05:48:14,False,,0,0,A
1985,496,39,156,False,86,2025-08-18T06:25:14,False,,0,0,D
1986,497,46,181,True,92,2025-10-13T08:52:10,True,hint,0,0,A
1987,497,47,187,True,202,2025-10-13T08:51:17,False,,0,0,A
1988,497,36,142,False,192,2025-10-13T08:51:44,False,,0,0,B
1989,497,46,181,True,15,2025-10-13T08:47:01,True,explain,4,2,A
1990,497,31,124,True,34,2025-10-13T08:52:00,False,,4,2,A
1991,497,50,197,False,273,2025-10-13T09:15:09,False,,0,0,C
1992,497,6,22,True,132,2025-10-13T09:17:06,True,explain,0,0,A
1993,498,17,66,True,287,2026-01-04T05:01:03,True,example,0,0,B
1994,498,41,164,True,78,2026-01-04T05:00:51,False,,0,0,B
1995,498,27,105,False,209,2026-01-04T05:02:56,False,,4,3,C
1996,498,39,153,False,115,2026-01-04T04:57:23,True,example,4,3,A
1997,498,25,99,True,237,2026-01-04T04:56:23,False,,0,0,D
1998,498,2,7,True,72,2026-01-04T05:03:54,True,hint,0,0,D
1999,498,14,56,False,54,2026-01-04T05:05:13,False,,1,0,A
2000,499,47,187,True,62,2025-12-23T07:05:57,False,,0,0,D
2001,499,28,111,True,25,2025-12-23T07:20:07,False,,0,0,A
2002,499,20,79,True,96,2025-12-23T07:15:21,False,,2,2,A
2003,499,17,68,False,264,2025-12-23T07:16:35,False,,0,0,A
2004,499,10,38,True,84,2025-12-23T07:19:40,False,,3,2,D
2005,499,3,12,False,85,2025-12-23T07:21:11,False,,0,0,A
2006,499,43,169,False,139,2025-12-23T07:16:41,False,,0,0,A
2007,499,30,120,False,173,2025-12-23T07:05:54,False,,0,0,B
2008,500,17,65,False,130,2026-05-21T23:59:39,True,hint,0,0,B
2009,500,30,117,True,259,2026-05-21T23:58:38,True,example,0,0,B
2010,500,10,38,True,71,2026-05-21T23:14:59,True,hint,0,0,D
2011,500,47,186,False,270,2026-05-21T23:55:53,False,,0,0,B
2012,501,36,143,True,27,2026-04-15T23:12:41,False,,0,0,C
2013,501,15,60,True,234,2026-04-15T22:57:00,False,,0,0,D
2014,501,25,99,True,227,2026-04-15T23:15:01,True,explain,0,0,A
2015,501,41,164,True,217,2026-04-15T22:12:51,False,,3,2,C
2016,501,17,67,False,241,2026-04-15T22:53:05,False,,0,0,A
2017,501,41,164,True,90,2026-04-15T22:28:57,False,,2,1,D
2018,501,10,37,False,198,2026-04-15T22:25:11,False,,0,0,C
2019,501,47,187,True,161,2026-04-15T22:58:02,False,,3,3,C
2020,502,42,167,True,84,2026-05-07T13:47:57,False,,0,0,C
2021,502,27,107,True,108,2026-05-07T13:42:10,False,,0,0,B
2022,502,14,55,True,175,2026-05-07T13:53:09,False,,0,0,B
2023,502,27,107,True,273,2026-05-07T13:45:03,False,,0,0,D
2024,502,50,200,True,81,2026-05-07T13:49:20,False,,0,0,B
2025,503,13,50,True,42,2025-12-27T06:58:49,True,hint,0,0,C
2026,503,31,121,False,50,2025-12-27T06:47:18,False,,0,0,A
2027,503,50,200,True,113,2025-12-27T06:46:31,False,,0,0,B
2028,503,11,43,True,241,2025-12-27T07:00:13,False,,0,0,D
2029,503,37,147,False,234,2025-12-27T07:00:19,False,,3,0,C
2030,503,48,190,True,194,2025-12-27T06:46:26,False,,1,0,A
2031,503,17,66,True,240,2025-12-27T06:53:38,False,,2,0,D
2032,503,37,146,True,101,2025-12-27T06:54:45,False,,0,0,B
2033,504,11,42,False,120,2026-05-21T04:43:31,False,,0,0,A
2034,504,16,62,True,122,2026-05-21T04:58:39,True,example,0,0,D
2035,504,18,72,True,154,2026-05-21T03:51:54,False,,0,0,B
2036,504,25,98,False,62,2026-05-21T04:05:27,True,hint,0,0,B
2037,504,47,187,True,158,2026-05-21T04:44:46,False,,0,0,B
2038,504,47,187,True,31,2026-05-21T04:12:18,False,,0,0,C
2039,505,36,142,False,177,2026-04-14T06:52:16,False,,0,0,D
2040,505,11,42,False,239,2026-04-14T08:12:30,False,,0,0,B
2041,505,19,75,True,148,2026-04-14T06:54:06,True,hint,1,0,C
2042,505,40,160,True,247,2026-04-14T07:24:24,False,,0,0,C
2043,505,24,96,True,230,2026-04-14T07:50:58,False,,0,0,D
2044,505,9,35,False,115,2026-04-14T07:02:55,False,,0,0,C
2045,505,47,185,False,70,2026-04-14T07:45:54,False,,0,0,C
2046,506,43,172,True,110,2026-03-07T08:36:03,False,,0,0,D
2047,506,14,55,True,190,2026-03-07T08:37:44,False,,4,0,A
2048,506,7,25,False,184,2026-03-07T08:28:44,False,,2,1,C
2049,507,10,40,False,68,2025-12-17T19:23:46,True,explain,0,0,D
2050,507,20,79,True,248,2025-12-17T19:03:44,False,,0,0,A
2051,507,44,173,False,267,2025-12-17T19:49:33,False,,0,0,A
2052,507,23,91,False,94,2025-12-17T19:23:18,False,,0,0,B
2053,507,31,124,True,106,2025-12-17T19:48:59,False,,0,0,B
2054,507,28,111,True,77,2025-12-17T20:08:30,False,,4,3,C
2055,507,45,177,True,118,2025-12-17T19:28:16,True,explain,2,0,D
2056,507,48,189,False,197,2025-12-17T19:44:41,False,,0,0,A
2057,508,35,139,True,294,2024-10-14T16:35:38,False,,0,0,C
2058,508,19,73,False,47,2024-10-14T15:51:31,True,explain,3,2,A
2059,509,9,33,True,10,2025-07-10T08:10:26,False,,0,0,D
2060,509,15,59,False,171,2025-07-10T08:23:44,False,,2,0,D
2061,510,13,49,False,128,2025-05-30T01:58:01,False,,0,0,D
2062,510,43,172,True,143,2025-05-30T01:00:30,True,hint,0,0,A
2063,510,42,167,True,235,2025-05-30T01:50:50,True,explain,0,0,C
2064,510,19,76,False,182,2025-05-30T02:06:01,True,example,0,0,B
2065,510,16,62,True,118,2025-05-30T02:05:01,True,hint,0,0,D
2066,511,30,119,False,199,2026-03-18T20:19:04,True,hint,0,0,D
2067,511,12,46,False,200,2026-03-18T20:20:38,False,,1,3,C
2068,511,24,94,False,29,2026-03-18T20:20:11,True,example,4,2,C
2069,512,49,195,False,59,2025-10-28T16:52:00,True,explain,0,0,A
2070,512,18,72,True,228,2025-10-28T16:40:43,True,example,2,2,D
2071,512,1,4,False,84,2025-10-28T15:55:36,True,example,0,0,D
2072,513,14,55,True,79,2026-04-26T15:55:35,False,,0,0,A
2073,514,15,60,True,278,2026-05-11T12:28:56,False,,0,0,B
2074,514,22,87,True,190,2026-05-11T12:26:47,True,example,0,0,A
2075,514,3,10,False,168,2026-05-11T12:56:22,True,hint,0,0,D
2076,514,39,155,False,270,2026-05-11T12:42:45,True,hint,1,3,D
2077,514,48,190,True,110,2026-05-11T11:49:06,False,,4,2,B
2078,514,21,82,True,223,2026-05-11T13:01:29,True,explain,0,0,C
2079,514,32,125,True,270,2026-05-11T13:09:22,False,,3,3,D
2080,514,22,87,True,238,2026-05-11T11:57:48,False,,0,0,A
2081,515,45,177,True,104,2026-06-04T11:47:15,False,,0,0,B
2082,515,2,7,True,247,2026-06-04T11:48:14,False,,0,0,D
2083,515,33,130,True,156,2026-06-04T11:53:01,False,,0,0,C
2084,515,17,66,True,255,2026-06-04T11:44:24,False,,0,0,B
2085,515,9,35,False,255,2026-06-04T12:14:46,True,explain,0,0,A
2086,516,50,200,True,199,2026-04-19T18:49:06,True,example,4,2,D
2087,516,28,109,False,141,2026-04-19T18:45:25,False,,0,0,D
2088,516,20,79,True,270,2026-04-19T19:10:22,True,example,0,0,B
2089,516,6,22,True,74,2026-04-19T19:00:02,False,,0,0,D
2090,516,25,99,True,26,2026-04-19T19:12:15,False,,0,0,D
2091,518,15,60,True,254,2025-12-25T06:12:51,False,,0,0,C
2092,518,3,12,False,108,2025-12-25T06:24:16,False,,0,0,A
2093,518,49,193,True,33,2025-12-25T06:51:49,False,,0,0,B
2094,519,48,190,True,63,2026-05-25T03:36:22,True,explain,0,0,B
2095,519,9,34,False,10,2026-05-25T02:46:41,False,,4,2,D
2096,519,7,28,False,248,2026-05-25T02:54:04,False,,0,0,D
2097,519,42,167,True,261,2026-05-25T03:06:06,False,,0,0,D
2098,520,38,149,True,49,2026-04-14T10:07:43,False,,0,0,C
2099,520,42,165,False,95,2026-04-14T10:37:48,False,,0,0,C
2100,520,35,140,False,109,2026-04-14T10:50:51,True,explain,0,0,D
2101,520,28,111,True,15,2026-04-14T09:47:33,False,,4,2,A
2102,520,4,13,False,54,2026-04-14T09:51:24,False,,0,0,B
2103,522,24,93,False,96,2026-04-22T21:55:52,False,,3,2,D
2104,522,16,64,False,218,2026-04-22T21:57:36,False,,0,0,A
2105,522,35,139,True,249,2026-04-22T20:58:32,False,,0,0,C
2106,522,28,111,True,295,2026-04-22T21:27:22,False,,4,3,B
2107,522,41,161,False,169,2026-04-22T21:24:06,True,hint,0,0,C
2108,522,8,29,True,267,2026-04-22T21:40:22,False,,0,0,C
2109,522,42,167,True,38,2026-04-22T21:07:37,False,,1,0,C
2110,524,50,200,True,235,2026-01-29T06:16:30,True,explain,0,0,C
2111,524,16,64,False,44,2026-01-29T06:33:14,True,example,2,2,A
2112,524,41,164,True,206,2026-01-29T06:29:09,False,,0,0,A
2113,524,51,204,False,155,2026-01-29T07:23:58,False,,0,0,B
2114,525,7,27,True,282,2026-04-02T14:00:42,True,hint,0,0,C
2115,526,50,200,True,256,2026-05-29T06:54:34,False,,0,0,D
2116,527,10,38,True,145,2025-08-23T01:47:33,True,hint,0,0,D
2117,527,41,164,True,251,2025-08-23T00:49:39,False,,0,0,C
2118,527,28,111,True,228,2025-08-23T00:57:57,False,,0,0,B
2119,528,45,179,False,242,2026-01-09T18:45:31,False,,1,1,A
2120,528,47,185,False,255,2026-01-09T19:43:05,False,,0,0,A
2121,528,42,167,True,146,2026-01-09T19:06:01,True,hint,0,0,D
2122,528,19,73,False,10,2026-01-09T18:56:19,False,,0,0,D
2123,528,49,193,True,179,2026-01-09T20:05:06,False,,0,0,C
2124,528,6,24,False,160,2026-01-09T19:39:04,False,,0,0,D
2125,528,39,156,False,112,2026-01-09T19:52:34,False,,2,1,D
2126,529,26,103,True,110,2025-12-20T07:17:00,False,,0,0,C
2127,529,48,192,False,151,2025-12-20T07:13:08,False,,0,0,D
2128,529,14,55,True,219,2025-12-20T07:12:04,False,,0,0,A
2129,529,8,29,True,240,2025-12-20T07:14:18,False,,3,0,B
2130,529,26,103,True,196,2025-12-20T07:24:02,True,hint,0,0,C
2131,529,21,82,True,151,2025-12-20T07:25:05,False,,2,3,D
2132,529,43,172,True,108,2025-12-20T07:30:45,True,hint,0,0,A
2133,529,5,17,True,274,2025-12-20T07:25:09,False,,0,0,D
2134,530,30,118,False,204,2026-04-28T12:33:47,True,example,0,0,B
2135,530,49,196,False,108,2026-04-28T12:30:29,False,,2,1,D
2136,530,36,143,True,276,2026-04-28T12:29:37,False,,0,0,A
2137,530,14,55,True,57,2026-04-28T12:36:28,False,,0,0,D
2138,531,10,38,True,125,2026-05-02T13:04:28,True,explain,0,0,B
2139,531,24,96,True,269,2026-05-02T12:39:20,False,,0,0,D
2140,531,13,51,False,184,2026-05-02T12:17:09,True,explain,4,1,B
2141,531,41,164,True,235,2026-05-02T12:55:58,False,,0,0,D
2142,531,29,116,False,231,2026-05-02T13:25:50,False,,0,0,B
2143,532,5,18,False,300,2026-01-15T19:01:23,True,explain,0,0,B
2144,532,24,96,True,222,2026-01-15T18:45:59,False,,0,0,C
2145,532,8,29,True,148,2026-01-15T19:31:25,True,example,4,3,B
2146,532,7,27,True,61,2026-01-15T19:11:05,False,,0,0,D
2147,532,6,22,True,126,2026-01-15T19:29:15,False,,4,1,C
2148,532,14,55,True,80,2026-01-15T19:21:45,False,,0,0,C
2149,532,30,117,True,265,2026-01-15T19:12:58,True,example,0,0,C
2150,533,51,201,True,296,2026-05-20T00:15:31,False,,0,0,C
2151,533,21,83,False,141,2026-05-20T01:03:19,False,,3,3,B
2152,533,39,154,True,151,2026-05-20T01:38:30,False,,3,1,D
2153,533,40,160,True,254,2026-05-20T00:51:03,False,,0,0,D
2154,533,10,38,True,198,2026-05-20T01:15:18,False,,0,0,A
2155,533,21,81,False,10,2026-05-20T00:14:07,False,,0,0,A
2156,533,50,200,True,248,2026-05-20T01:27:03,True,example,0,0,D
2157,533,45,177,True,24,2026-05-20T01:32:48,False,,0,0,A
2158,534,36,143,True,227,2025-03-30T22:38:33,False,,1,1,A
2159,534,1,1,True,46,2025-03-30T22:50:44,False,,0,0,C
2160,534,23,89,False,85,2025-03-30T22:48:20,False,,0,0,C
2161,534,23,91,False,97,2025-03-30T22:27:40,False,,3,2,C
2162,535,50,200,True,233,2025-11-20T19:11:56,True,example,0,0,B
2163,536,16,62,True,172,2025-03-01T22:02:06,False,,0,0,A
2164,536,23,92,False,194,2025-03-01T22:16:09,False,,0,0,A
2165,536,14,55,True,37,2025-03-01T22:27:41,False,,0,0,D
2166,537,33,130,True,102,2026-03-21T02:08:33,True,example,0,0,D
2167,537,39,154,True,165,2026-03-21T01:32:53,False,,4,3,B
2168,537,16,62,True,33,2026-03-21T01:42:28,False,,0,0,A
2169,537,4,14,True,102,2026-03-21T01:58:34,False,,0,0,A
2170,538,4,14,True,275,2026-01-11T15:38:15,False,,0,0,C
2171,538,36,143,True,12,2026-01-11T15:41:24,False,,0,0,B
2172,539,28,111,True,100,2024-12-13T16:34:18,False,,0,0,A
2173,539,24,96,True,246,2024-12-13T16:26:29,False,,0,0,D
2174,539,15,60,True,205,2024-12-13T16:35:08,False,,0,0,C
2175,539,26,102,False,54,2024-12-13T16:27:24,False,,2,2,A
2176,539,41,164,True,33,2024-12-13T16:33:47,False,,0,0,C
2177,539,23,90,True,239,2024-12-13T16:30:01,True,explain,0,0,B
2178,539,31,124,True,162,2024-12-13T16:30:33,False,,0,0,B
2179,539,37,145,False,171,2024-12-13T16:33:59,False,,0,0,A
2180,540,2,7,True,221,2025-09-24T18:54:20,False,,3,3,A
2181,540,50,197,False,121,2025-09-24T18:49:54,False,,0,0,A
2182,540,41,164,True,218,2025-09-24T18:53:28,True,hint,0,0,B
2183,540,13,52,False,117,2025-09-24T18:54:35,False,,2,0,B
2184,540,17,66,True,278,2025-09-24T18:54:25,True,hint,2,2,D
2185,540,13,49,False,140,2025-09-24T18:52:41,False,,0,0,C
2186,541,36,143,True,175,2026-02-25T12:05:08,False,,0,0,A
2187,541,46,181,True,115,2026-02-25T11:48:58,True,explain,0,0,D
2188,541,4,15,False,283,2026-02-25T12:08:01,False,,0,0,C
2189,541,7,27,True,237,2026-02-25T11:52:16,False,,0,0,C
2190,541,47,186,False,271,2026-02-25T12:03:02,False,,0,0,A
2191,541,49,194,False,143,2026-02-25T11:43:57,False,,0,0,A
2192,542,30,117,True,213,2025-11-29T11:17:06,False,,0,0,D
2193,542,26,103,True,165,2025-11-29T11:05:17,False,,0,0,B
2194,542,41,161,False,259,2025-11-29T10:53:56,False,,0,0,C
2195,542,23,90,True,122,2025-11-29T10:46:53,False,,2,1,A
2196,542,12,48,True,266,2025-11-29T11:13:42,False,,0,0,A
2197,543,7,27,True,124,2025-12-21T12:40:45,False,,0,0,C
2198,543,4,13,False,189,2025-12-21T12:27:33,False,,2,0,B
2199,543,8,31,False,88,2025-12-21T12:44:05,False,,0,0,C
2200,543,20,79,True,94,2025-12-21T12:33:29,False,,0,0,A
2201,543,25,99,True,92,2025-12-21T12:38:23,False,,0,0,C
2202,543,34,135,False,66,2025-12-21T12:33:02,False,,0,0,C
2203,543,44,175,True,162,2025-12-21T12:42:31,False,,0,0,A
2204,543,13,50,True,219,2025-12-21T12:28:28,False,,0,0,D
2205,544,29,113,True,264,2026-01-11T00:06:48,False,,0,0,C
2206,544,22,87,True,138,2026-01-10T23:17:42,False,,0,0,A
2207,544,43,172,True,71,2026-01-10T23:33:22,False,,0,0,D
2208,544,36,143,True,49,2026-01-10T23:47:01,False,,0,0,A
2209,544,42,166,False,65,2026-01-10T23:15:08,False,,0,0,C
2210,545,32,127,False,15,2025-05-28T10:37:49,False,,0,0,C
2211,545,7,27,True,157,2025-05-28T11:44:14,False,,0,0,C
2212,545,15,60,True,270,2025-05-28T10:50:41,False,,0,0,A
2213,546,41,164,True,7,2026-02-05T16:09:25,False,,3,3,A
2214,546,20,77,False,188,2026-02-05T15:41:28,False,,0,0,C
2215,546,50,200,True,201,2026-02-05T16:13:53,False,,0,0,D
2216,547,28,112,False,136,2025-07-03T04:50:16,False,,1,3,C
2217,547,30,118,False,16,2025-07-03T05:29:50,False,,0,0,A
2218,548,51,201,True,179,2025-03-23T02:16:10,False,,0,0,A
2219,548,25,98,False,68,2025-03-23T03:35:20,False,,0,0,A
2220,548,33,130,True,95,2025-03-23T03:13:58,False,,4,1,B
2221,548,30,117,True,118,2025-03-23T03:54:03,False,,0,0,C
2222,548,14,55,True,174,2025-03-23T03:24:50,True,explain,0,0,D
2223,548,14,55,True,192,2025-03-23T02:46:30,False,,2,0,C
2224,548,37,146,True,194,2025-03-23T02:27:11,False,,0,0,C
2225,549,27,107,True,18,2025-09-02T02:46:43,False,,0,0,D
2226,549,17,68,False,137,2025-09-02T02:47:42,True,hint,0,0,A
2227,549,25,99,True,50,2025-09-02T02:48:43,False,,0,0,D
2228,549,20,80,False,85,2025-09-02T02:48:39,False,,0,0,C
2229,549,12,48,True,281,2025-09-02T02:49:51,False,,0,0,B
2230,549,34,133,True,101,2025-09-02T02:45:07,True,example,0,0,C
2231,550,36,143,True,252,2025-12-03T12:25:22,False,,0,0,D
2232,550,39,154,True,208,2025-12-03T12:35:15,False,,0,0,A
2233,550,50,199,False,175,2025-12-03T13:46:20,True,hint,0,0,B
2234,550,27,107,True,46,2025-12-03T13:16:57,False,,1,1,B
2235,551,42,168,False,257,2025-10-24T07:35:44,False,,0,0,B
2236,552,20,79,True,176,2026-04-11T09:06:43,True,explain,0,0,D
2237,552,33,130,True,271,2026-04-11T09:33:19,False,,0,0,B
2238,552,24,93,False,103,2026-04-11T09:32:03,False,,2,2,B
2239,552,23,90,True,151,2026-04-11T09:26:16,False,,0,0,D
2240,554,47,187,True,135,2026-04-22T14:10:20,False,,0,0,C
2241,554,21,82,True,28,2026-04-22T14:31:19,False,,1,0,B
2242,554,11,43,True,112,2026-04-22T14:22:26,False,,0,0,C
2243,554,7,26,False,119,2026-04-22T13:34:17,True,hint,0,0,C
2244,554,7,27,True,214,2026-04-22T14:48:00,False,,0,0,B
2245,554,48,190,True,108,2026-04-22T14:57:41,False,,0,0,A
2246,555,18,72,True,230,2026-04-23T14:18:34,False,,0,0,A
2247,555,6,24,False,56,2026-04-23T14:13:09,False,,0,0,D
2248,555,12,48,True,206,2026-04-23T14:12:48,False,,0,0,C
2249,555,27,107,True,203,2026-04-23T14:24:49,False,,2,0,A
2250,555,22,87,True,107,2026-04-23T14:22:33,False,,1,2,C
2251,556,30,120,False,228,2026-06-03T18:00:51,False,,0,0,B
2252,556,1,2,False,150,2026-06-03T17:31:51,False,,0,0,B
2253,556,40,159,False,45,2026-06-03T17:59:01,True,explain,0,0,A
2254,556,36,143,True,294,2026-06-03T17:41:02,False,,0,0,A
2255,556,42,167,True,240,2026-06-03T17:43:39,False,,0,0,A
2256,557,43,172,True,153,2026-04-27T15:11:10,False,,3,0,D
2257,557,21,82,True,236,2026-04-27T15:14:10,False,,0,0,B
2258,558,31,124,True,227,2026-04-17T20:55:27,True,example,0,0,C
2259,558,48,190,True,87,2026-04-17T21:35:51,False,,1,3,C
2260,558,49,193,True,110,2026-04-17T21:23:25,False,,0,0,D
2261,559,19,73,False,186,2026-06-02T20:29:27,False,,1,0,B
2262,559,43,170,False,217,2026-06-02T20:04:24,False,,0,0,C
2263,559,40,160,True,271,2026-06-02T20:20:39,False,,0,0,C
2264,559,13,50,True,90,2026-06-02T20:48:31,False,,0,0,B
2265,559,36,143,True,7,2026-06-02T20:49:27,False,,1,0,C
2266,561,20,78,False,35,2026-03-12T22:09:21,False,,1,0,B
2267,562,18,71,False,117,2026-02-07T20:00:50,False,,0,0,C
2268,562,12,48,True,74,2026-02-07T19:58:03,True,explain,0,0,B
2269,562,48,191,False,208,2026-02-07T19:56:12,False,,0,0,C
2270,562,2,7,True,146,2026-02-07T19:56:57,True,example,0,0,B
2271,563,22,85,False,226,2026-04-24T06:50:37,False,,0,0,B
2272,563,7,27,True,162,2026-04-24T07:18:22,True,explain,4,0,C
2273,563,50,197,False,254,2026-04-24T06:00:58,False,,0,0,A
2274,563,30,117,True,131,2026-04-24T06:36:15,False,,0,0,A
2275,563,44,175,True,179,2026-04-24T07:05:06,False,,2,0,D
2276,563,43,169,False,247,2026-04-24T06:00:59,True,explain,1,2,B
2277,564,23,90,True,106,2026-01-26T16:55:52,False,,0,0,D
2278,564,44,175,True,17,2026-01-26T16:33:48,True,hint,3,3,D
2279,564,49,193,True,125,2026-01-26T16:36:48,False,,1,2,A
2280,564,33,130,True,159,2026-01-26T16:41:01,False,,0,0,D
2281,564,13,50,True,14,2026-01-26T17:01:54,False,,0,0,A
2282,564,42,166,False,65,2026-01-26T16:45:17,False,,0,0,C
2283,564,41,164,True,50,2026-01-26T16:43:23,False,,0,0,C
2284,565,46,181,True,159,2026-05-13T15:48:00,False,,0,0,B
2285,565,41,164,True,115,2026-05-13T16:26:57,False,,0,0,C
2286,565,46,181,True,213,2026-05-13T15:50:21,False,,0,0,D
2287,565,36,143,True,66,2026-05-13T16:14:30,False,,0,0,D
2288,565,44,175,True,152,2026-05-13T15:29:48,True,hint,0,0,A
2289,565,3,11,True,262,2026-05-13T15:38:44,False,,0,0,D
2290,566,26,103,True,102,2026-02-08T01:13:55,True,example,0,0,A
2291,566,2,5,False,208,2026-02-08T00:32:59,False,,0,0,D
2292,566,11,43,True,100,2026-02-08T01:37:37,False,,0,0,D
2293,566,17,67,False,254,2026-02-08T00:52:45,False,,4,3,D
2294,566,25,99,True,268,2026-02-08T00:51:51,False,,0,0,B
2295,568,14,55,True,292,2026-03-13T10:48:55,False,,0,0,B
2296,569,1,1,True,252,2026-06-04T03:27:13,False,,0,0,D
2297,570,39,154,True,185,2024-09-09T21:56:20,False,,0,0,D
2298,571,8,32,False,111,2026-03-17T10:21:21,False,,3,1,D
2299,571,27,107,True,261,2026-03-17T10:16:15,True,explain,0,0,D
2300,571,50,200,True,199,2026-03-17T10:11:47,True,example,0,0,C
2301,571,40,157,False,236,2026-03-17T10:20:21,False,,0,0,A
2302,571,33,130,True,12,2026-03-17T10:00:29,False,,0,0,B
2303,572,31,123,False,41,2025-12-06T20:15:34,False,,0,0,A
2304,572,14,55,True,275,2025-12-06T20:53:51,True,explain,0,0,C
2305,572,7,25,False,83,2025-12-06T21:18:47,False,,0,0,A
2306,572,10,38,True,288,2025-12-06T20:20:35,False,,2,2,A
2307,573,16,62,True,245,2024-08-18T21:45:05,False,,0,0,B
2308,574,30,117,True,244,2026-02-24T10:36:38,False,,0,0,D
2309,574,11,43,True,155,2026-02-24T10:33:19,False,,0,0,D
2310,574,49,195,False,160,2026-02-24T10:34:29,False,,0,0,C
2311,574,25,99,True,211,2026-02-24T10:32:53,False,,1,3,A
2312,574,44,176,False,294,2026-02-24T10:40:13,False,,0,0,A
2313,574,45,177,True,268,2026-02-24T10:31:39,False,,2,0,A
2314,574,16,61,False,153,2026-02-24T10:44:46,False,,0,0,A
2315,574,5,20,False,215,2026-02-24T10:34:23,False,,0,0,B
2316,576,30,119,False,178,2025-01-26T16:21:17,False,,0,0,C
2317,576,11,43,True,8,2025-01-26T16:29:19,False,,0,0,C
2318,576,42,167,True,214,2025-01-26T16:24:18,False,,0,0,D
2319,576,44,173,False,34,2025-01-26T17:03:17,False,,0,0,C
2320,576,8,32,False,124,2025-01-26T16:28:28,False,,0,0,A
2321,577,48,190,True,129,2025-05-03T22:09:41,False,,2,1,D
2322,577,22,87,True,70,2025-05-03T22:06:27,False,,0,0,B
2323,577,6,21,False,269,2025-05-03T21:58:25,False,,0,0,A
2324,578,50,200,True,261,2024-12-15T21:35:55,False,,0,0,D
2325,578,13,50,True,56,2024-12-15T21:46:57,True,hint,0,0,A
2326,578,34,136,False,66,2024-12-15T21:48:20,False,,0,0,C
2327,578,8,30,False,201,2024-12-15T21:30:53,False,,2,2,B
2328,578,41,162,False,266,2024-12-15T21:42:54,False,,0,0,A
2329,578,4,14,True,177,2024-12-15T21:39:19,False,,0,0,A
2330,579,25,99,True,208,2026-05-04T19:34:46,False,,0,0,B
2331,579,41,164,True,267,2026-05-04T19:44:27,False,,0,0,D
2332,579,35,139,True,277,2026-05-04T19:19:31,False,,0,0,D
2333,579,29,115,False,11,2026-05-04T19:38:47,False,,0,0,C
2334,579,1,4,False,269,2026-05-04T19:16:32,False,,1,1,A
2335,579,45,177,True,52,2026-05-04T19:47:11,False,,0,0,C
2336,580,49,193,True,277,2026-03-20T06:47:05,True,explain,0,0,B
2337,580,37,146,True,13,2026-03-20T06:51:55,False,,0,0,A
2338,580,27,107,True,189,2026-03-20T06:24:47,False,,3,0,C
2339,581,13,50,True,204,2026-03-28T15:15:14,False,,1,3,A
2340,582,7,27,True,142,2026-03-17T17:59:23,False,,0,0,C
2341,582,35,137,False,20,2026-03-17T18:02:17,False,,0,0,D
2342,582,20,77,False,278,2026-03-17T17:41:42,True,explain,0,0,B
2343,582,18,72,True,194,2026-03-17T17:43:38,False,,3,3,D
2344,582,51,201,True,211,2026-03-17T17:32:43,True,example,0,0,A
2345,582,43,171,False,155,2026-03-17T18:03:05,False,,0,0,D
2346,583,5,18,False,33,2026-04-20T11:26:18,False,,4,3,D
2347,583,29,113,True,299,2026-04-20T11:00:13,False,,0,0,C
2348,584,47,188,False,161,2026-05-09T11:33:54,False,,3,3,A
2349,584,11,42,False,182,2026-05-09T11:30:30,False,,0,0,C
2350,584,28,111,True,53,2026-05-09T11:28:47,True,hint,0,0,A
2351,584,9,33,True,272,2026-05-09T11:41:10,False,,1,2,B
2352,584,37,146,True,214,2026-05-09T11:23:27,False,,0,0,C
2353,584,30,117,True,126,2026-05-09T11:23:37,True,example,3,0,D
2354,584,28,112,False,269,2026-05-09T11:42:58,True,hint,0,0,A
2355,584,14,55,True,258,2026-05-09T11:35:58,False,,2,1,A
2356,586,15,59,False,116,2026-04-29T05:29:34,False,,0,0,A
2357,587,16,62,True,163,2024-12-16T10:01:12,True,example,0,0,A
2358,587,20,79,True,5,2024-12-16T09:28:58,True,explain,0,0,D
2359,587,3,12,False,171,2024-12-16T09:50:42,False,,2,3,A
2360,587,13,50,True,299,2024-12-16T10:04:48,False,,0,0,B
2361,588,18,72,True,214,2025-06-26T07:29:44,False,,0,0,D
2362,588,45,177,True,248,2025-06-26T07:42:35,True,explain,0,0,D
2363,588,39,154,True,97,2025-06-26T07:34:08,False,,0,0,A
2364,588,18,71,False,281,2025-06-26T07:27:55,False,,0,0,A
2365,588,17,66,True,88,2025-06-26T07:38:41,False,,0,0,D
2366,588,3,10,False,178,2025-06-26T07:06:16,True,explain,0,0,B
2367,588,35,139,True,193,2025-06-26T07:41:39,False,,0,0,A
2368,588,37,146,True,36,2025-06-26T07:23:21,False,,0,0,C
2369,589,11,43,True,280,2025-12-25T10:18:57,False,,0,0,B
2370,590,48,190,True,164,2025-01-15T02:58:08,False,,0,0,D
2371,590,31,124,True,230,2025-01-15T04:26:27,True,hint,0,0,B
2372,590,11,43,True,261,2025-01-15T04:00:38,False,,1,1,C
2373,590,19,75,True,132,2025-01-15T04:30:03,False,,0,0,B
2374,590,48,189,False,169,2025-01-15T03:25:14,False,,0,0,D
