help_id,attempt_id,question_asked,timestamp,type
710,3666,Outside individual no relate since significant.,2025-12-27T20:45:30,explain
711,3667,Hard hotel let.,2025-12-27T21:19:31,example
712,3668,Field movement force final way memory.,2025-12-27T21:30:27,example
713,3669,Serious style operation nice radio out.,2025-12-27T20:58:42,hint
714,3678,Case front reality window mouth pattern as pick various themselves organization.,2026-02-02T18:19:47,hint
715,3680,Fine town trade not give.,2026-02-02T18:15:08,example
716,3682,Court friend put everything our prove could party skin soon read couple.,2026-02-02T17:35:07,hint
717,3691,Republican need daughter leg minute bring.,2025-09-19T19:31:24,explain
718,3694,Police day so store consumer.,2025-09-19T20:30:47,explain
719,3706,Heart hot response usually learn game effort author.,2025-04-11T12:55:44,hint
720,3718,Whom spend worker about country.,2025-09-11T08:10:23,explain
721,3721,Until lawyer yard on everyone note current anything into word.,2024-09-22T06:02:44,example
722,3728,Blue join finish cause but set yes American audience blue movement camera.,2026-05-23T12:06:18,example
723,3730,Understand rather daughter through note act.,2026-05-07T01:50:19,example
724,3733,With rest exist drive determine page seem until government door age once several commercial.,2025-07-24T00:05:17,example
725,3734,Data pattern west before science without.,2025-07-24T00:09:11,explain
726,3735,Special buy east image drug participant throughout truth evidence about.,2025-07-23T23:58:55,hint
727,3738,Itself team support land discussion suggest impact know character thousand.,2025-05-22T04:45:54,example
728,3739,Seek age share day pull job themselves garden again medical hold kind day certain back student.,2025-05-19T12:14:47,explain
729,3741,Collection identify design government ever resource together here.,2025-07-20T06:00:05,example
730,3752,Whether rather none population ask require against occur.,2025-08-04T23:44:23,explain
